word,frequency
spaniard's,1
passado,3
duello,2
manager,2
loveth,3
volumes,4
folio,1
matchless,2
prodigally,1
boyet,12
chapmen's,1
tasker,1
all-telling,1
best-moving,1
solicitor,2
humble-visag'd,1
votaries,2
vow-fellows,1
perigort,1
solemnized,2
short-liv'd,2
well-accomplish'd,1
students,1
mirth-moving,1
conceit's,1
expositor,1
hearings,1
ravished,6
garnished,1
bedecking,1
mask],2
'fair',2
'welcome',1
house-keeping,1
teacher,1
beseemeth,1
disbursed,2
money's,2
unseeming,1
acquittances,1
specialties,1
prick't,1
thanksgiving,2
[retiring],1
rosaline,19
mad-cap,2
sheeps,1
pasture-,1
[offering,2
jangling,3
book-men,2
disclosed,1
entitle,3
'affected,1
peeping,3
glass'd,1
face's,2
margent,5
quote,6
amazes,2
enchanted,6
gazes,6
disclos'd,4
love-monger,1
skilfully,1
concolinel],1
festinately,1
tongue's,5
snuff'd,1
penthouse-like,1
thin-belly,1
snip,3
note-,1
purchased,2
'hobby-horse',1
hackney,1
student,3
sympathiz'd-,1
slow-gaited,1
minime,1
fir'd,2
reputes,2
acute,2
volable,1
shin,8
l'envoy,15
egma,1
mail,2
plantain,5
enforcest,1
heaving,2
'l'envoy',1
tofore,2
sain,1
frances,1
enfreedoming,1
captivated,1
significant,1
remuneration,12
rewarding,1
dependents,1
incony,2
farthings,1
farthings-,1
inkle,2
'one,2
ribbon,2
farthing,2
three-farthing,1
seal'd-up,2
guerdon,2
shilling],1
gardon,3
'leven-pence,1
gardon-,1
night-watch,1
domineering,1
pedant,15
wimpled,1
senior-junior,1
giant-dwarf,1
dan,1
love-rhymes,1
loiterers,1
malcontents,2
codpieces,1
imperator,1
paritors,1
tumbler's,1
a-repairing,1
whitely,1
argus,3
uprising,1
saturday,1
coppice,1
money],3
shooting,5
fame's,2
self-sovereignty,1
dig-you-den,1
tallest,2
maids',1
commiseration,3
illustrate,3
indubitate,1
zenelophon,1
'veni,1
vidi,1
vici',1
annothanize,1
-to,1
witnesseth,2
tittles,1
-me,1
standest,1
repasture,1
vane,3
weathercock,3
phantasime,1
monarcho,1
book-mates,1
shooter,3
guinever,1
bow-hand,1
upshoot,1
greasily,1
smoothly,2
obscenely,2
t'one,2
side-,1
handful,2
nit,2
sola,10
sanguis,1
pomewater,1
hangeth,2
caelo,1
falleth,3
holofernes,2
epithets,2
nathaniel,8
haud,4
credo,4
pricket,6
intimation,1
explication,1
facere,1
ostentare,1
undressed,1
unpolished,2
uneducated,1
untrained,1
ratherest,1
unconfirmed,2
twice-sod,1
bis,1
coctus,1
intellect,4
replenished,2
fructify,1
indiscreet,2
omne,2
bene,1
cain's,1
dictynna,3
phoebe,3
luna,1
five-score,2
allusion,2
collusion,1
polusion,1
perge,2
abrogate,1
scurrility,2
facility,3
preyful,1
pierc'd,5
yell,3
el,1
sorel,3
thicket-,1
a-hooting,1
talent,3
claw,2
extravagant,3
ideas,1
apprehensions,3
revolutions,1
ventricle,1
pia,3
mater,3
mellowing,1
mehercle,1
vir,1
sapit,1
loquitur,1
feminine,1
saluteth,2
quasi,1
pers-one,1
likest,3
hogshead,4
fauste,1
precor,1
gelida,1
quando,1
pecus,1
sub,1
umbra,1
ruminat-,1
mantuan,3
venice,64
venetia,2
chi,1
ti,2
vede,1
pretia,1
understandeth,1
ut,1
re,3
horace,3
his-,1
stanze,1
lege,1
domine,5
bowed,3
comprehend,4
singes,1
apostrophas,1
canzonet,1
elegancy,1
cadence,1
caret,2
ovidius,1
naso,1
'naso',1
jerks,1
imitari,1
damosella,1
overglance,1
superscript,1
progression,1
saith-,1
colourable,1
ben,3
venuto,2
savouring,1
verba,2
pitch-,1
'set,1
sonnets,4
[climbs,1
tree],1
thump'd,2
bird-bolt,2
pap,3
eye-beams,1
shin'st,1
ridest,1
paper-,1
[steps,3
triumviry,1
corner-cap,1
tyburn,1
maria,8
prose,2
slop,2
sonnet],1
'did,2
exhal'st,1
vapour-vow,1
liver-vein,1
goddess-,1
hid'-,1
demigod,2
fools',3
heedfully,4
o'er-eye,1
mill,3
amber-colour'd,1
saucers,1
ode,1
'on,2
day-alack,1
desir'st,4
napping,2
wreathed,2
shrouded,4
dumain],1
infringed,2
[descending],1
coaches,2
minstrels,7
sonneting,1
o'ershot,1
teen,6
gig,3
push-pin,1
timon,74
over-view,1
limb-,1
adramadio,2
berowne's,1
[gathering,1
pieces],1
loggerhead,2
pick-purses,1
turtles,5
op'ning,1
eagle-sighted,1
tongues-,1
seller's,1
cradle's,1
ebony,3
deckt,1
mourns,2
doters,1
paints,2
colliers,2
ethiopes,1
shoe],1
overhead,1
affection's,2
men-at-arms,1
academes,2
promethean,3
plodding,1
arteries,1
long-during,1
causer,2
prompting,2
practisers,1
cockled,1
snails,1
hesperides,2
sphinx,1
apollo's,6
strung,2
temp'red,1
fulfils,1
sever,2
standards,3
glozes,1
forerun,4
allons,3
whirls,2
satis,1
quod,3
sufficit,1
impudency,1
intituled,2
nominated,3
adriano,1
novi,1
hominem,1
tanquam,1
spruce,3
peregrinate,1
epithet,3
table-book],1
verbosity,1
staple,1
fanatical,1
phantasimes,1
insociable,2
point-devise,2
rackers,1
orthography,2
'dout',1
'doubt',1
'det',1
'debt'-,1
d,2
e,3
b,2
clepeth,1
'cauf,1
'hauf',1
vocatur,1
'nebour',1
'neigh',1
abbreviated,1
'ne,1
abhominable-,1
'abbominable,1
insinuateth,1
insanie,1
intelligis,1
laus,1
deo,1
intelligo,1
'bone',2
'bene,1
priscian,1
videsne,1
quis,3
venit,1
video,1
gaudeo,1
chirrah,1
quare,1
'chirrah,1
'sirrah',1
alms-basket,1
honorificabilitudinitatibus,1
flap-dragon,1
lett'red,1
hornbook,1
spelt,1
ba,2
pueritia,1
consonant,1
vowels,1
mediterraneum,1
venue,1
wit-,1
rejoiceth,1
wit-old,1
disputes,2
circum,1
circa-,1
cuckold's,3
ginger-bread,1
pigeon-egg,1
'dunghill',1
unguem,1
arts-man,1
preambulate,1
singuled,1
educate,1
charge-house,1
mons,1
congratulate,1
posteriors,1
posterior,2
measurable,1
secrecy-,1
delightful,7
firework,1
breaking-out,1
princess-,4
joshua,1
maccabaeus,5
worthy's,1
strangling,2
'well,3
crushest,1
fadge,2
fairings,1
'past,1
bandied,1
numb'ring,3
compar'd,1
ink-,1
copy-book,1
pencils,1
dominical,1
o's,1
shrows,1
translation,1
compil'd,1
hests,2
pertaunt-like,1
o'ersway,1
gravity's,1
sycamore,3
interrupt,5
overhear-,1
speak',1
'an,6
audaciously,2
rubb'd,2
fleer'd,1
'via,2
caper'd,1
passion's,2
muscovites,2
russians,4
love-feat,1
unbosom,1
visages,5
penn'd,4
speaker's,1
heauties,1
their-,1
backs-,1
views,3
behold-,2
sun-beamed,2
'daughter-beamed,1
o'ergone,1
adieu-,1
white-handed,1
treys,1
metheglin,1
wort,1
malmsey,1
grievest,1
vizard,5
'veal',2
bleat,4
razor's,1
conceits,5
fleeter,2
dry-beaten,1
muscovits,1
wondered,1
well-liking,1
kingly-poor,1
pert,2
point',1
statute-caps,1
dismask'd,1
vailing,2
perplexity,3
roes,1
pecks,2
pease,2
utters,7
pedlar,6
retails,1
wares,3
meetings,3
ushering,1
whales-bone,1
'honey-tongued,1
armado's,1
ushered,1
hail',1
unsullied,1
unvisited,1
pastimes,3
undeserving,2
stayed,2
sea-sick,3
muscovy,1
school-boy's,2
harper's,1
three-pil'd,2
hyperboles,2
pedantical-,1
summer-flies,1
maggot,2
glove-,1
yeas,1
kersey,3
noes,1
wench-,1
'sans,1
'lord,1
us',1
reject,1
remit,4
aforehand,1
carry-tale,2
please-man,1
zany,1
mumble-news,1
trencher-knight,1
squier,2
jesting,5
part'st,1
vara,1
pursents,1
whereuntil,2
parfect,1
pompion,1
shame-proof,1
o'errule,2
[converses,1
guerra,1
arinado's,1
hedge-priest,1
novum,1
libbard's,1
surnam'd,2
big-,1
targe,1
bere,1
declares,1
alisander-,2
tender-smelling,1
commander-,1
alisander,4
nathaniel],1
poleaxe,1
[sir,1
bowler,1
'tis-,2
o'erparted,1
a-coming,1
three-headed,1
canus,1
manus,1
quoniam,1
iscariot,1
ycliped,1
clipt,1
cittern-head,1
pommel,1
coesar's,1
carv'd-bone,1
flask,2
half-cheek,1
tooth-drawer,1
outfac'd,1
jude,2
jud-as,1
achilles,79
clean-timber'd,1
armipotent,2
gift-,1
lemon,1
cloves,1
ilion,8
flower-,1
columbine,1
war-man,1
chucks,1
slipper,3
surmounted,1
hannibal-,1
infamonize,1
ates,2
slash,2
bepray,1
buttonhole,1
uncasing,1
woolward,1
enjoined,1
dishclout,2
jaquenetta's,1
marcade,1
interruptest,1
new-sad,1
over-boldly,1
breath-,1
decides,1
justle,2
wholesome-profitable,1
sakes,3
fashioning,2
unbefitting,1
parti-coated,1
misbecom'd,1
gravities,1
both-,2
purifies,1
lining,2
aught-,1
hermitage,2
nip,3
raining,4
intitled,1
wooers,7
twelvemonth's,1
taller,2
flouts,2
pained,1
jest's,1
deaf'd,1
hospital,1
king],1
jill,2
an',1
hiems,1
ver,4
maintained,3
lady-smocks,1
silver-white,1
cuckoo-buds,1
'cuckoo,2
cuckoo'-,2
oaten,1
ploughmen's,1
rooks,2
bleach,1
smocks,2
logs,7
pail,2
nipp'd,1
'tu-who,2
tu-whit,2
tu-who'-,1
keel,4
coughing,2
parson's,1
brooding,1
marian's,1
crabs,2
to-who'-,1
thane,27
glamis,9
cawdor,21
duncan,18
lochaber,1
macbeth,76
macduff,29
banquo,34
apparitions,3
murtherers,7
hurlyburly's,1
graymalkin,1
forres,5
malcolm,18
donalbain,12
lennox,12
swimmers,1
cling,2
macdonwald-,1
-from,2
isles,2
smoked,1
valor's,1
unseam'd,1
shipwrecking,1
direful,9
valor,5
norweyan,3
surveying,1
furbish'd,1
sparrows,4
memorize,1
golgotha,2
tell-,1
ross,21
assisted,3
bellona's,1
self-comparisons,1
curbing,1
sweno,1
norways',1
colme's,1
dollars,1
sailor's,2
chestnuts,1
mounch'd,3
rump-fed,1
ronyon,2
aleppo,2
shipman's,1
penthouse,2
lid,2
se'nnights,1
tempest-toss'd,1
weird,6
posters,1
charm's,1
choppy,1
skinny,1
favors,1
speakers,1
sinel's,1
insane,1
defense,3
labor'd,1
angus],1
banquo],1
betray's,1
consequence-,1
theme-i,1
commencing,1
imaginings,1
murther,25
partner's,1
honors,5
favor,8
register'd,1
implored,1
lowe,1
labor,6
infold,4
fullness,1
thanes,6
unaccompanied,2
deservers,1
inverness,3
macbeth's,7
perfectest,2
missives,1
all-hailed,1
'thane,1
cawdor',1
saluted,1
referred,1
'hail,1
illness,1
wrongly,1
thou'ldst,3
impedes,1
metaphysical,1
croaks,1
unsex,1
top-full,1
direst,1
compunctious,1
visitings,1
murthering,1
substances,2
dunnest,1
masterdom,1
recommends,2
temple-haunting,1
martlet,2
mansionry,1
wooingly,1
frieze,3
buttress,1
procreant,1
observed,4
honor'd,2
'ield,1
hermits,2
coursed,1
purveyor,1
sewer,2
assassination,1
trammel,1
be-all,1
end-all,1
-here,1
shoal,1
we'ld,1
inventor,1
even-handed,1
ingredients,2
murtherer,4
trumpet-tongued,1
taking-off,1
striding,1
cherubin,5
horsed,1
couriers,1
o'erleaps,1
dress'd,10
esteem'st,2
adhere,2
unmake,2
nipple,2
boneless,1
gums,1
screw,1
sticking-place,1
asleep-,1
chamberlains,1
limbeck,1
drenched,1
men-children,1
males,1
clamor,1
fleance,13
kind'st,1
franchised,1
counsel'd,1
heat-oppressed,1
marshal'st,1
dudgeon,1
gouts,2
informs,1
half-world,1
curtain'd,2
celebrates,1
hecate's,3
alarum'd,1
sentinel,4
howl's,1
stealthy,1
firm-set,1
bellman,2
stern'st,1
drugg'd,1
possets,1
there',1
awaked,2
scream,1
[looks,2
hangman's,3
-the,2
ravel'd,1
sleave,2
labor's,1
nourisher,1
murther'd,8
unbend,1
brainsickly,1
smear,2
appals,4
incarnadine,1
color,2
entry,1
unattended,1
watchers,2
farmer,1
equivocator,3
equivocate,1
devil-porter,1
professions,4
bonfire,1
carousing,2
provoker,1
nose-painting,1
urine,3
unprovokes,1
disheartens,1
equivocates,1
physics,2
chimneys,2
lamentings,1
screams,1
clamor'd,1
masterpiece,1
doom's,1
duff,1
lees,3
badged,1
unwiped,1
pillows,3
stared,1
pauser,1
laced,3
gash'd,1
ruin's,1
colors,6
breech'd,1
auger,1
exposure,2
pretense,1
unfelt,4
murtherous,3
trifled,1
knowings,1
strangles,2
traveling,1
entomb,3
towering,2
hawk'd,1
duncan's,3
horses-a,1
certain-,1
scone,3
colmekill,1
play'dst,1
(as,6
shine),1
verities,1
unbecoming,1
indissoluble,1
ride',1
confessing,3
parricide,1
prophet-like,1
hail'd,2
fruitless,5
wrench'd,1
unlineal,1
banquo's,6
rancors,1
crazed,2
gospel'd,1
mongrels,1
spaniels,1
shoughs,1
waterrugs,1
demi-wolves,1
clept,1
distinguishes,1
housekeeper,2
grapples,1
near'st,2
barefaced,1
masking,1
lives-,1
(always,1
clearness),1
rubs,5
botches,1
nought's,1
sorriest,1
fitful,1
unsafe,4
lave,3
disguising,2
scorpions,1
copy's,1
assailable,1
cloister'd,2
shard-borne,1
hums,3
seeling,1
rooky,1
drowse,1
marvel'st,1
glimmers,1
streaks,3
traveler,1
usually-,1
hearts',1
[approaches,1
cut-throats,1
'scaped,2
founded,2
casing,1
cabin'd,1
cribb'd,1
-but,1
trenched,2
amaking,1
roof'd,1
please't,1
table's,1
gory,3
momentary,7
not-are,1
air-drawn,1
impostors,1
authorized,2
charnel,1
maws,2
unmann'd,1
olden,1
murthers,5
marrowless,1
speculation,2
glare,1
rhinoceros,1
hyrcan,1
unreal,2
displaced,1
blanch'd,1
enrages,1
augures,1
relations,2
secret'st,1
self-abuse,1
initiate,1
angerly,2
overbold,1
riddles,4
acheron,3
vaporous,3
sleights,1
'bove,3
mortals',1
delinquents,1
thralls,1
key-,1
-they,1
'cause,2
malevolence,1
siward,8
honors-,1
exasperate,3
prepares,4
clogs,2
cauldron,8
brinded,1
mew'd,4
hedge-pig,1
whined,1
harpier,1
thirty-one,1
swelter'd,1
charmed,7
fillet,2
fenny,1
bake,2
newt,2
blind-worm's,1
lizard's,1
howlet's,1
hell-broth,1
witch's,1
mummy,3
ravin'd,1
salt-sea,1
shark,1
yew,6
sliver'd,1
moon's,4
birth-strangled,1
ditch-deliver'd,1
gruel,1
slab,1
chawdron,1
cawdron,1
baboon's,1
elves,8
thumbs,1
(howeer,1
it),1
yesty,1
navigation,1
bladed,2
warders',1
slope,1
germaines,1
thou'dst,5
sow's,1
farrow,1
sweaten,1
murtherer's,1
deftly,1
power-,2
harp'd,1
pale-hearted,1
lion-mettled,1
conspirers,1
birnam,11
dunsinane,15
earth-bound,1
bodements,2
rebellion's,2
high-placed,1
throbs,1
gold-bound,1
blood-bolter'd,1
amazedly,5
'air,1
galloping,1
anticipatest,1
flighty,1
o'ertook,1
firstlings,3
-where,1
macduff's,1
diminutive,2
rumor,2
father'd,1
fatherless,2
pitfall,1
swearers,3
you'ld,2
prattler,1
laudable,2
-what,1
shag-ear'd,1
downfall'n,1
birthdom,1
resounds,2
yell'd,1
dolor,1
blisters,2
transpose,2
rawness,1
dishonors,1
safeties,1
affeer'd,1
uplifted,4
confineless,1
avaricious,1
smacking,1
cestern,1
inclined,2
ill-composed,1
stanchless,1
avarice,2
more-having,1
destroying,3
summer-seeming,1
foisons,1
king-becoming,1
stableness,1
perseverance,2
untitled,1
bloody-scepter'd,1
interdiction,1
oftener,2
repeat'st,1
reconciled,4
over-credulous,1
unspeak,1
coveted,1
here-approach,1
convinces,1
here-remain,1
strangely-visited,1
swol'n,1
shrieks,5
batter'd,3
distresses,3
fee-grief,1
shares,4
savagely,1
neer,2
o'erfraught,1
hell-kite,1
swoop,1
enrage,2
'scape,2
anteroom,1
watched,1
walked,6
slumbery,1
agitation,2
actual,2
performances,2
anyone,4
accustomed,2
murky,1
whisperings,2
caithness,2
excite,2
seward's,1
unrough,1
fortifies,1
minutely,1
faith-breach,1
giant's,2
pester'd,1
consequences,1
epicures,1
sag,1
cream-faced,1
loon,1
thousand-,1
over-red,1
lily-liver'd,1
counselors,1
whey-face,1
seyton-i,1
seyton,6
disseat,1
mouth-honor,1
'til,1
armor,4
thick-coming,1
oblivious,1
antidote,1
pull't,1
rhubarb,1
cyme,1
purgative,1
hearst,1
seward,2
bear't,1
before't,1
speculative,2
castle's,3
dareful,1
night-shriek,1
treatise,3
direness,1
slaughterous,1
yesterdays,1
dusty,2
struts,1
signifying,1
avouches,2
'gin,1
leavy,2
screens,1
bear-like,1
unbatter'd,1
undeeded,1
clatter,1
bloodier,1
intrenchant,1
vulnerable,1
cow'd,1
patter,1
underwrit,1
malcolm's,1
rabble's,1
cheaply,1
unshrinking,1
compass'd,4
exiled,2
producing,2
fiend-like,2
dissolute,4
properties,5
sufficiency-,1
able-,1
institutions,1
enriched,2
belongings,1
angelo-,3
leaven'd,1
prefers,1
aves,1
lucio,14
hungary,1
hungary's,1
conclud'st,1
sanctimonious,2
steal',1
to-,4
sciatica,2
fooling,10
julietta,1
promise-keeping,1
custom-shrunk,1
groping,1
trouts,1
burgher,1
clients,3
provost,24
juliet,62
immoderate,1
morality,1
julietta's,1
denunciation,1
propagation,1
duke-,1
glimpse,2
penalties,2
unscour'd,1
zodiacs,1
milkmaid,2
encouragement,2
imposition,9
tick-tack,1
monastery,4
dribbling,1
witless,3
stricture,1
birch,2
infliction,1
tied-up,1
permissive,1
formally,2
seemers,1
nuns,4
privileges,1
votarists,1
clare,1
isabella,5
unsworn,1
prioress,1
cheek-roses,1
'unhappy,1
brother',1
enskied,1
renouncement,1
fewness,1
seedness,1
expresseth,1
tilth,2
adoptedly,1
school-maids,1
givings-out,1
true-meant,1
snow-broth,1
rebate,1
lions-,1
ability's,1
perch,3
coher'd,1
guiltier,2
benefactors,4
malefactors,2
profanation,3
parcel-bawd,1
hot-house,1
honour-,3
bawd's,1
cardinally,1
uncleanliness,1
overdone's,2
misplaces,1
china,1
froth,16
prunes-,1
elbow's,2
hallowmas-,1
hallowmas,3
all-hallond,1
russia,3
longest,5
constable's,1
wicket,1
taphouse,1
bum,3
beastliest,1
pompey-,2
geld,3
splay,1
drabs,1
heading,1
whatsoever-,1
carman,1
fornicatress,1
fault's,5
deputed,1
judge's,4
kitchens,2
evils-,1
remissness,1
unwedgeable,1
gnarled,1
essence,4
speens,1
avis'd,3
sicles,1
tested,1
sun-rise,1
preserved,4
tempter,2
goad,1
blister'd,1
sentenc'd-,1
hollowly,2
offenceful,1
benedicite,2
respites,1
wherein-,1
angel',1
dispossessing,1
well-wish'd,1
pose,1
uncleanness,2
pursues,8
craftily,2
enshielded,1
gross-,1
accountant,2
all-binding,1
suffer-,1
cheaper,1
sliding,1
prints,1
warrants,3
destin'd,4
intreat,2
outstretch'd,2
unsoil'd,1
austereness,1
overweigh,1
nicety,1
prolixious,1
o'erweighs,1
hooking,1
prompture,1
pollution,3
angelo's,3
skyey,1
influences,2
labour'st,1
accommodations,1
nurs'd,3
'rt,3
fear'st,3
exists,1
striv'st,1
forget'st,2
ingots,2
unloads,1
serpigo,2
after-dinner's,1
eld,3
leiger,1
fetter,4
vastidity,1
conserve,1
outward-sainted,1
enew,1
damned'st,1
perdurably,1
obstruction,4
kneaded,1
reside,3
thrilling,1
thick-ribbed,1
viewless,1
howling-,1
weariest,1
dispenses,1
warped,1
issu'd,1
fallible,1
unlawfully,3
advisings,1
uprighteously,1
mariana,6
affianced,1
perished,1
marriage-dowry,1
combinate,1
well-seeming,2
washed,3
relents,1
rupture,1
forenamed,1
plausible,1
refer,3
course-,1
advantaged,1
scaled,2
doubleness,1
luke's,1
moated,2
grange,4
resides,5
lamb-skins,1
facing,1
picklock,1
causest,1
stinkingly,1
prove-,2
whoremonger,1
waist-,1
pygmalion's,1
extracting,2
procures,2
powder'd,1
bawd-,1
unshunn'd,1
bawd-born,1
wheresoever,2
crabbed,4
extirp,1
sea-maid,1
spawn'd,1
stock-fishes,1
generative,1
detected,2
clack-dish,1
crotchets,4
shy,2
withdrawing,1
unweighing,1
helmed,1
testimonied,1
bringings-forth,1
statesman,2
unskilfully,1
unhurtful,1
tun-dish,1
ungenitur'd,1
continency,2
house-eaves,1
untrussing,1
back-wounding,1
whitest,1
slanderous,7
admonition,2
lucio's,1
keepdown,1
jacob,5
dissolution,4
undertakeing,1
fellowships,1
strifes,3
contended,1
profess'd,4
humbles,1
straitness,1
self-offences,1
spiders',1
exacting,1
contracting,1
mislead,2
still'd,1
inquir'd,2
circummur'd,1
